"nickname","user_id","follower_count","bio","creator_rank","video_type","video_item_id","video_name","video_url","video_play_count","video_like_count","video_rank"
"Quezelyhere","7232810860326372379",700516,"Everyone has their own beauty—you just have to know how to see it",4,"Entertainment","7549140963709439288","@janice kaori ","https://www.tiktok.com/@quezelyhere/video/7549140963709439288",14339769,1084380,3
"Quezelyhere","7232810860326372379",700516,"Everyone has their own beauty—you just have to know how to see it",4,"Entertainment","7548800031416012038","@Nanda Arsyinta ","https://www.tiktok.com/@quezelyhere/video/7548800031416012038",11777707,769205,4
"Quezelyhere","7232810860326372379",700516,"Everyone has their own beauty—you just have to know how to see it",4,"Entertainment","7552835811121597752","@aca @buN ","https://www.tiktok.com/@quezelyhere/video/7552835811121597752",7758268,742695,5
"Quezelyhere","7232810860326372379",700516,"Everyone has their own beauty—you just have to know how to see it",4,"Entertainment","7551723266793098552","@Davina Karamoy ","https://www.tiktok.com/@quezelyhere/video/7551723266793098552",4995390,289188,6
"Quezelyhere","7232810860326372379",700516,"Everyone has their own beauty—you just have to know how to see it",4,"Entertainment","7550300890691833094","@jerhemynemo 🍃 ","https://www.tiktok.com/@quezelyhere/video/7550300890691833094",3250646,204100,7
"Quezelyhere","7232810860326372379",700516,"Everyone has their own beauty—you just have to know how to see it",4,"Entertainment","7550656337512779014","@yorikoangeliine ","https://www.tiktok.com/@quezelyhere/video/7550656337512779014",2320127,106916,8
"Paramount Pictures","6860224909479281670",3844839,"you still can’t sit with us 😏",5,"Entertainment","7551460293851811103","You all make us cry with Interstellar edits every day, so we're returning the favor. #Interstellar #AvailableonDigital on #AppleTV","https://www.tiktok.com/@paramountpics/video/7551460293851811103",25968236,5924900,1
"Paramount Pictures","6860224909479281670",3844839,"you still can’t sit with us 😏",5,"Entertainment","7548123285645495583","rip mockingbird #FailureToLaunch #AvailableonDigital on #AppleTV","https://www.tiktok.com/@paramountpics/video/7548123285645495583",990669,53335,2
"Paramount Pictures","6860224909479281670",3844839,"you still can’t sit with us 😏",5,"Entertainment","7547003121139059999","you already know who it isssss #NachoLibre #AvailableonDigital on #AppleTV ","https://www.tiktok.com/@paramountpics/video/7547003121139059999",648907,19531,3
"Paramount Pictures","6860224909479281670",3844839,"you still can’t sit with us 😏",5,"Entertainment","7549602782227991838","An entire 67 planet is crazy. #Interstellar #AvailableonDigital on #AppleTV","https://www.tiktok.com/@paramountpics/video/7549602782227991838",419043,52649,4
"Paramount Pictures","6860224909479281670",3844839,"you still can’t sit with us 😏",5,"Entertainment","7552598923664264478","meow. #VanillaSky #AvailableonDigital on #AppleTV ","https://www.tiktok.com/@paramountpics/video/7552598923664264478",203979,7153,5
"Paramount Pictures","6860224909479281670",3844839,"you still can’t sit with us 😏",5,"Entertainment","7550413624804658462","25 years later, safe to say we’re cool now. #AlmostFamous #AvailableonDigital  #KateHudson #ZooeyDeschanel ","https://www.tiktok.com/@paramountpics/video/7550413624804658462",134420,12446,6
"Paramount Pictures","6860224909479281670",3844839,"you still can’t sit with us 😏",5,"Entertainment","7549248666519883022","#ChanningTatum is #Roofman and this is the unbelievable true story. Only in theatres Oct 10.","https://www.tiktok.com/@paramountpics/video/7549248666519883022",25139,1269,7
"Paramount Pictures","6860224909479281670",3844839,"you still can’t sit with us 😏",5,"Entertainment","7550344974278069518","His name is Jeffrey, and his story is incredible. #Roofman - only in theatres October 10. #edit #channingtatum #kirstendunst ","https://www.tiktok.com/@paramountpics/video/7550344974278069518",22607,786,8
"Ranvit Gamer 2","7419433002571023365",105704,"Canal oficial @Ranvit e Ranarya 
Canal parceiros @Ranarya Videos @Ranvit Vídeos",6,"Entertainment","7551093629729787142","Ela mostrou que sabe jogar #gameplay #videos #fyp #brasil #fai ","https://www.tiktok.com/@ranvitgamer2/video/7551093629729787142",28714338,83439,1
"Ranvit Gamer 2","7419433002571023365",105704,"Canal oficial @Ranvit e Ranarya 
Canal parceiros @Ranarya Videos @Ranvit Vídeos",6,"Entertainment","7549040169341439288","A certe a cor e vença mais uma jogada #gameplay #videos #fyp #brasil #fai ","https://www.tiktok.com/@ranvitgamer2/video/7549040169341439288",3025941,11924,2
"Ranvit Gamer 2","7419433002571023365",105704,"Canal oficial @Ranvit e Ranarya 
Canal parceiros @Ranarya Videos @Ranvit Vídeos",6,"Entertainment","7551248841547304197","Ele se deu muito bem nessa jogada #gameplay #videos #fyp #brasil #fai ","https://www.tiktok.com/@ranvitgamer2/video/7551248841547304197",2927925,15376,3
"Ranvit Gamer 2","7419433002571023365",105704,"Canal oficial @Ranvit e Ranarya 
Canal parceiros @Ranarya Videos @Ranvit Vídeos",6,"Entertainment","7549040619516120326","A certe e vença mais uma jogada #gameplay #videos #fyp #brasil #fai ","https://www.tiktok.com/@ranvitgamer2/video/7549040619516120326",1789120,3773,4
"Ranvit Gamer 2","7419433002571023365",105704,"Canal oficial @Ranvit e Ranarya 
Canal parceiros @Ranarya Videos @Ranvit Vídeos",6,"Entertainment","7551098599640255800","Ela aproveitou e fez o melhor #gameplay #videos #fyp #brasil #fai ","https://www.tiktok.com/@ranvitgamer2/video/7551098599640255800",1028847,3819,5
"Ranvit Gamer 2","7419433002571023365",105704,"Canal oficial @Ranvit e Ranarya 
Canal parceiros @Ranarya Videos @Ranvit Vídeos",6,"Entertainment","7549653501673000197","Ela não ficou feliz com o final #gameplay #videos #fyp #brasil #fai ","https://www.tiktok.com/@ranvitgamer2/video/7549653501673000197",139595,1191,6
"Ranvit Gamer 2","7419433002571023365",105704,"Canal oficial @Ranvit e Ranarya 
Canal parceiros @Ranarya Videos @Ranvit Vídeos",6,"Entertainment","7550528976230337848","Ele foi esperto e fez o melhor #gameplay #videos #fyp #brasil #fai ","https://www.tiktok.com/@ranvitgamer2/video/7550528976230337848",7186,73,7
"Ranvit Gamer 2","7419433002571023365",105704,"Canal oficial @Ranvit e Ranarya 
Canal parceiros @Ranarya Videos @Ranvit Vídeos",6,"Entertainment","7550729363558386949","Ela não acreditou no que ele fez #gameplay #videos #fyp #brasil #fai ","https://www.tiktok.com/@ranvitgamer2/video/7550729363558386949",5133,82,8
"🔋","7332055754076029985",446713,"📩 : motivationcore777@gmail.com

HopeCore 🔛🔝 >>",7,"Entertainment","7551083845802659094","Hopecore 🩹❤️‍🩹 #hopecore #smilecore #positivity #core #real ","https://www.tiktok.com/@motivation_core_777/video/7551083845802659094",36369437,6014765,1
"🔋","7332055754076029985",446713,"📩 : motivationcore777@gmail.com

HopeCore 🔛🔝 >>",7,"Entertainment","7551851241404370198","Hopecore >> 🩹❤️‍🩹 #hopecore #smilecore #positivity #core #real ","https://www.tiktok.com/@motivation_core_777/video/7551851241404370198",7996206,1449216,2
"🔋","7332055754076029985",446713,"📩 : motivationcore777@gmail.com

HopeCore 🔛🔝 >>",7,"Entertainment","7543695876489809174","Old hopecore ❤️‍🩹 #hopecore #smilecore #positivity #core #real #corecore ","https://www.tiktok.com/@motivation_core_777/video/7543695876489809174",1168087,203136,3
"🔋","7332055754076029985",446713,"📩 : motivationcore777@gmail.com

HopeCore 🔛🔝 >>",7,"Entertainment","7547023304532544790","Good old hopecore ❤️‍🩹 #hopecore #smilecore #positivity #core #real #corecore ","https://www.tiktok.com/@motivation_core_777/video/7547023304532544790",57309,5686,4
"🔋","7332055754076029985",446713,"📩 : motivationcore777@gmail.com

HopeCore 🔛🔝 >>",7,"Entertainment","7538832215862512918","I hope they will be happy ❤️‍🩹 #hopecore #smilecore #positivity #genderreveal #real #core #corecore #fyp ","https://www.tiktok.com/@motivation_core_777/video/7538832215862512918",45212,1875,5
"🔋","7332055754076029985",446713,"📩 : motivationcore777@gmail.com

HopeCore 🔛🔝 >>",7,"Entertainment","7548884054574370071","Here some good old hopecore >> #hopecore #smilecore #positivity #core #real #corecore ","https://www.tiktok.com/@motivation_core_777/video/7548884054574370071",40620,2397,6
"🔋","7332055754076029985",446713,"📩 : motivationcore777@gmail.com

HopeCore 🔛🔝 >>",7,"Entertainment","7552620301515754774","You matter ❤️‍🩹 #hopecore #smilecore #positivity #core #real ","https://www.tiktok.com/@motivation_core_777/video/7552620301515754774",23323,2366,7
"🔋","7332055754076029985",446713,"📩 : motivationcore777@gmail.com

HopeCore 🔛🔝 >>",7,"Entertainment","7552986247065570582","Hopecore 💖 #hopecore #smilecore #positivity #core #real ","https://www.tiktok.com/@motivation_core_777/video/7552986247065570582",3064,385,8
"LOL Viral","7509901922071528491",59349,"Follow me thank you 🙏",8,"Entertainment","7551437323074948382","BASEMENT YARD GAME #moments #top5 #bestmoments #top10 #basementyard #joesantagato #funnyvideos #viral #fyp #ranking #prank #funny ","https://www.tiktok.com/@jkgkizxhbej/video/7551437323074948382",10233648,1322476,1
"LOL Viral","7509901922071528491",59349,"Follow me thank you 🙏",8,"Entertainment","7537845546124348703","Basement yard word game #ranking #top5 #moments #bestmoments #top10 #basementyard #joesantagato #funnyvideos #viral #fyp ","https://www.tiktok.com/@jkgkizxhbej/video/7537845546124348703",4891593,595440,2
"LOL Viral","7509901922071528491",59349,"Follow me thank you 🙏",8,"Entertainment","7542908230377196831","What’d Ya say? #moments #top5 #bestmoments #top10 #basementyard #joesantagato #funnyvideos #viral #fyp #ranking #prank #funny ","https://www.tiktok.com/@jkgkizxhbej/video/7542908230377196831",1324122,223993,3
"LOL Viral","7509901922071528491",59349,"Follow me thank you 🙏",8,"Entertainment","7535983445747453215","Basement Yard Fan Favorites #ranking #top5 #moments #bestmoments #top10 #basementyard #joesantagato #funnyvideos #viral #fyp ","https://www.tiktok.com/@jkgkizxhbej/video/7535983445747453215",609855,122027,4
"LOL Viral","7509901922071528491",59349,"Follow me thank you 🙏",8,"Entertainment","7540064544907939102","RANKING MOMENTS BEST OF BASEMENT YARD #moments #top5 #moments #bestmoments #top10 #basementyard #joesantagato #funnyvideos #viral #fyp ","https://www.tiktok.com/@jkgkizxhbej/video/7540064544907939102",220414,38769,5
"LOL Viral","7509901922071528491",59349,"Follow me thank you 🙏",8,"Entertainment","7546242715407617310","Basement yard word game #moments #top5 #bestmoments #top10 #basementyard #joesantagato #funnyvideos #viral #fyp #ranking #prank #funny ","https://www.tiktok.com/@jkgkizxhbej/video/7546242715407617310",161149,13166,6
"LOL Viral","7509901922071528491",59349,"Follow me thank you 🙏",8,"Entertainment","7552549478314659102","Basement yard 0 IQ moments #top5 #bestmoments #top10 #basementyard #joesantagato #funnyvideos #viral #fyp #ranking #prank #funny ","https://www.tiktok.com/@jkgkizxhbej/video/7552549478314659102",26198,3224,7
"LOL Viral","7509901922071528491",59349,"Follow me thank you 🙏",8,"Entertainment","7549714415973600542","Basement yard write that sound #moments #top5 #bestmoments #top10 #basementyard #joesantagato #funnyvideos #viral #fyp #ranking #prank #funny ","https://www.tiktok.com/@jkgkizxhbej/video/7549714415973600542",15055,1360,8
"dfgdgz","7306380875871175726",337257,"",9,"Entertainment","7550343010194705695","#movie #fyp #foryou #films","https://www.tiktok.com/@user1352828170865/video/7550343010194705695",20237485,997852,1
"dfgdgz","7306380875871175726",337257,"",9,"Entertainment","7551495618196147486","#movie #fyp #foryou #films","https://www.tiktok.com/@user1352828170865/video/7551495618196147486",10670525,703734,2
"dfgdgz","7306380875871175726",337257,"",9,"Entertainment","7551068965083024671","#movie #fyp #foryou #films","https://www.tiktok.com/@user1352828170865/video/7551068965083024671",6626656,469664,3
"dfgdgz","7306380875871175726",337257,"",9,"Entertainment","7552218706210802975","#movie #fyp #foryou #films","https://www.tiktok.com/@user1352828170865/video/7552218706210802975",5305817,397991,4
"dfgdgz","7306380875871175726",337257,"",9,"Entertainment","7552576647875005726","#movie #fyp #foryou #films","https://www.tiktok.com/@user1352828170865/video/7552576647875005726",2606089,212103,5
"dfgdgz","7306380875871175726",337257,"",9,"Entertainment","7551858991136034079","#movie #fyp #foryou #films","https://www.tiktok.com/@user1352828170865/video/7551858991136034079",1653097,83090,6
"dfgdgz","7306380875871175726",337257,"",9,"Entertainment","7549957748947979550","#movie #fyp #foryou #films","https://www.tiktok.com/@user1352828170865/video/7549957748947979550",1426497,106164,7
"dfgdgz","7306380875871175726",337257,"",9,"Entertainment","7552955444742950175","#movie #fyp #foryou #films","https://www.tiktok.com/@user1352828170865/video/7552955444742950175",73307,3439,8
"BackBench Animations","6850905694250812421",3210724,"Your favorite antidepressant 😁
📩backbenchstudio1@gmail.com",10,"Entertainment","7550371485001583928","Bruno vs Miley 😂😂 . . #animationmeme #tiktokanimation #2danimation #couple #anime #brunomars #mileycyrus","https://www.tiktok.com/@backbench_animations/video/7550371485001583928",13210833,1234018,1
"BackBench Animations","6850905694250812421",3210724,"Your favorite antidepressant 😁
📩backbenchstudio1@gmail.com",10,"Entertainment","7548931614877781253","Me to my ex  . . #blockblast #hungrystudio #animationmeme #couplecomedy #2danimation ","https://www.tiktok.com/@backbench_animations/video/7548931614877781253",8822790,653776,2
"BackBench Animations","6850905694250812421",3210724,"Your favorite antidepressant 😁
📩backbenchstudio1@gmail.com",10,"Entertainment","7544455473248996664","(Part 2) How I met Jesus😂😂  . . #blockblast #hungrystudio #animationmeme #couplecomedy #2danimation #2d","https://www.tiktok.com/@backbench_animations/video/7544455473248996664",4434685,360139,3
"BackBench Animations","6850905694250812421",3210724,"Your favorite antidepressant 😁
📩backbenchstudio1@gmail.com",10,"Entertainment","7552631872656870712","Her Inner Kendrick was unleashed 😂😂 . . #animationmeme #disstrack #cardib #bia #2danimation ","https://www.tiktok.com/@backbench_animations/video/7552631872656870712",3553594,533707,4
"BackBench Animations","6850905694250812421",3210724,"Your favorite antidepressant 😁
📩backbenchstudio1@gmail.com",10,"Entertainment","7550789469436218680","The Devil playing games 😭😂 . . #animationmeme #anime #tiktokanimation #2danimation  #funnycartoon ","https://www.tiktok.com/@backbench_animations/video/7550789469436218680",2930033,65582,5
"BackBench Animations","6850905694250812421",3210724,"Your favorite antidepressant 😁
📩backbenchstudio1@gmail.com",10,"Entertainment","7544068591964916998","Foul play! 😭😂  . . #blockblast #hungrystudio #animationmeme #tiktokanimation #2d #2danimation #couple #anime #animation","https://www.tiktok.com/@backbench_animations/video/7544068591964916998",2254600,127383,6
"BackBench Animations","6850905694250812421",3210724,"Your favorite antidepressant 😁
📩backbenchstudio1@gmail.com",10,"Entertainment","7551844454341037368","Final Destination 😩😂  . . . .  #blockblast #hungrystudio  #animationmeme #anime  #2danimation ","https://www.tiktok.com/@backbench_animations/video/7551844454341037368",117127,5627,7
"lcniaqfts823","7378966426969424929",509478,"",11,"Entertainment","7551306209492585750","#movie #foryou ","https://www.tiktok.com/@lcniaqfts823/video/7551306209492585750",15146471,293091,1
"lcniaqfts823","7378966426969424929",509478,"",11,"Entertainment","7550569404082310422","#movie #foryou ","https://www.tiktok.com/@lcniaqfts823/video/7550569404082310422",4093841,75181,2
"lcniaqfts823","7378966426969424929",509478,"",11,"Entertainment","7547707368855883030","#movie #foryou ","https://www.tiktok.com/@lcniaqfts823/video/7547707368855883030",629373,42875,3
"lcniaqfts823","7378966426969424929",509478,"",11,"Entertainment","7550190391979412758","#movie #foryou ","https://www.tiktok.com/@lcniaqfts823/video/7550190391979412758",545929,38249,4
"lcniaqfts823","7378966426969424929",509478,"",11,"Entertainment","7549801132172840214","#movie #foryou ","https://www.tiktok.com/@lcniaqfts823/video/7549801132172840214",505443,38398,5
"lcniaqfts823","7378966426969424929",509478,"",11,"Entertainment","7547342917237607702","#movie #foryou ","https://www.tiktok.com/@lcniaqfts823/video/7547342917237607702",259878,11679,6
"lcniaqfts823","7378966426969424929",509478,"",11,"Entertainment","7546907861239090454","#movie #foryou ","https://www.tiktok.com/@lcniaqfts823/video/7546907861239090454",98498,5069,7
"lcniaqfts823","7378966426969424929",509478,"",11,"Entertainment","7552538057304558870","#movie #foryou ","https://www.tiktok.com/@lcniaqfts823/video/7552538057304558870",82323,3293,8
"aira ᡣ𐭩","7353820019472401409",917254,"edit for fun | random video
thank u like n support i really appreciate 🤍",12,"Entertainment","7551682987008527624","#michelleziudith #giorginoabraham #filmindonesia #janganpanggilmamakafir #fyp ","https://www.tiktok.com/@airanatalie02/video/7551682987008527624",11154207,1014686,1
"aira ᡣ𐭩","7353820019472401409",917254,"edit for fun | random video
thank u like n support i really appreciate 🤍",12,"Entertainment","7498550674502847752","endingnyaa 😭🫂 #frederikacull #fahadhaydra #racunsangga #racunsanggasantetpemisahrumahtangga #filmindonesia #fyp ","https://www.tiktok.com/@airanatalie02/video/7498550674502847752",8132185,773213,2
"aira ᡣ𐭩","7353820019472401409",917254,"edit for fun | random video
thank u like n support i really appreciate 🤍",12,"Entertainment","7491999436411817224","#eiffeliminlove #filmindonesia #shandyaulia #samuelrizal #xyzbca #foryoupage #fyp ","https://www.tiktok.com/@airanatalie02/video/7491999436411817224",2241074,231066,3
"aira ᡣ𐭩","7353820019472401409",917254,"edit for fun | random video
thank u like n support i really appreciate 🤍",12,"Entertainment","7493005461600406792","#eiffeliminlove #filmindonesia #shandyaulia #samuelrizal #xyzbca #foryoupage #fyp ","https://www.tiktok.com/@airanatalie02/video/7493005461600406792",1853981,124634,4
"aira ᡣ𐭩","7353820019472401409",917254,"edit for fun | random video
thank u like n support i really appreciate 🤍",12,"Entertainment","7550597992546422034","#mawardejongh #arbaniyasiz #filmindonesia #sampaititikterakhirmu #fyp ","https://www.tiktok.com/@airanatalie02/video/7550597992546422034",1621245,195860,5
"aira ᡣ𐭩","7353820019472401409",917254,"edit for fun | random video
thank u like n support i really appreciate 🤍",12,"Entertainment","7492674537306295560","#eiffeliminlove #filmindonesia #shandyaulia #samuelrizal #xyzbca #foryoupage #fyp ","https://www.tiktok.com/@airanatalie02/video/7492674537306295560",1492185,187707,6
"aira ᡣ𐭩","7353820019472401409",917254,"edit for fun | random video
thank u like n support i really appreciate 🤍",12,"Entertainment","7499774487018114311","✨ #utusancintabuatadam #malaydrama #kamaladli #puteriaishah #xyzbca #fyp ","https://www.tiktok.com/@airanatalie02/video/7499774487018114311",574465,56880,7
"aira ᡣ𐭩","7353820019472401409",917254,"edit for fun | random video
thank u like n support i really appreciate 🤍",12,"Entertainment","7494228228417129746","#eiffeliminlove #filmindonesia #shandyaulia #samuelrizal #xyzbca #foryourpage #fyp ","https://www.tiktok.com/@airanatalie02/video/7494228228417129746",459104,50078,8
"Cumbia Pedregal","6896355750601606150",530965,"✨ Luche, Pablo y Emilio ✨
Síguenos aquí y en Instagram ! 🕺💕",13,"Entertainment","7550815005357264135","Una canción que nos inspira mucho de Los Temerarios.✨ Con todo cariño y respeto #nostalgia #hermanos #tristeza #mexico🇲🇽 #cumbiapedregal ","https://www.tiktok.com/@cumbiapedregal/video/7550815005357264135",20607989,710768,1
"Cumbia Pedregal","6896355750601606150",530965,"✨ Luche, Pablo y Emilio ✨
Síguenos aquí y en Instagram ! 🕺💕",13,"Entertainment","7548688847094304018","Con todo nuestro respeto y admiración a nuestro cantante favorito un homenaje… Michael Jackson en Cumbia ! #cumbiapedregal #nostalgia #mexico🇲🇽 #michaeljackson #hermanos ","https://www.tiktok.com/@cumbiapedregal/video/7548688847094304018",3092143,107995,2
"Cumbia Pedregal","6896355750601606150",530965,"✨ Luche, Pablo y Emilio ✨
Síguenos aquí y en Instagram ! 🕺💕",13,"Entertainment","7551290093072420114","Tú nunca lo sabrás 😢 cantando con @Daphne Michelle🧚🏻‍♀️ #nostalgia #mexico🇲🇽 #tristeza #cumbiapedregal ","https://www.tiktok.com/@cumbiapedregal/video/7551290093072420114",2730357,114746,3
"Cumbia Pedregal","6896355750601606150",530965,"✨ Luche, Pablo y Emilio ✨
Síguenos aquí y en Instagram ! 🕺💕",13,"Entertainment","7548188711054363912","Una de Los Bukis ! #cumbiapedregal #nostalgia #tristeza #mexico🇲🇽 #hermanos ","https://www.tiktok.com/@cumbiapedregal/video/7548188711054363912",2270149,107233,4
"Cumbia Pedregal","6896355750601606150",530965,"✨ Luche, Pablo y Emilio ✨
Síguenos aquí y en Instagram ! 🕺💕",13,"Entertainment","7546034184565951752","Sacamos esta canción! Ojalá la escuchen mucho y hagan tik toks con ella ❤️‍🩹 Los amamos ! #cumbiapedregal #nostalgia #tristeza #mexico🇲🇽 #quesepudraelamor ","https://www.tiktok.com/@cumbiapedregal/video/7546034184565951752",2168010,116652,5
"Cumbia Pedregal","6896355750601606150",530965,"✨ Luche, Pablo y Emilio ✨
Síguenos aquí y en Instagram ! 🕺💕",13,"Entertainment","7549381908476464402","Una bonita canción de los terrícolas 💕 #cumbiapedregal #nostalgia #mexico🇲🇽 #hermanos #tristeza ","https://www.tiktok.com/@cumbiapedregal/video/7549381908476464402",1559199,66111,6
