"nickname","user_id","follower_count","bio","vertical","creator_rank","video_index","video_item_id","video_name","video_type","video_url","video_play_count","video_like_count","video_rank"
"dfgdgz","7306380875871175726",330583,"","Entertainment",3,6,"7549957748947979550","#movie #fyp #foryou #films","Entertainment","https://www.tiktok.com/@user1352828170865/video/7549957748947979550",1409330,104927,7
"dfgdgz","7306380875871175726",330583,"","Entertainment",3,7,"7549596849858956574","#movie #fyp #foryou #films","Entertainment","https://www.tiktok.com/@user1352828170865/video/7549596849858956574",620501,54584,8
"AI Trend","7478586892243829782",248225,"❤️ follow to watch Daily video ❤️
for business Email =aitrend716@gmail.com","Entertainment",4,0,"7552526731114990870","🌶️🔥🐱 Kitten turns into fireball after eating chilli#kitten #fyp #shorts #cat #unitedstates ","Entertainment","https://www.tiktok.com/@aistudio540/video/7552526731114990870",9471,325,1
"AI Trend","7478586892243829782",248225,"❤️ follow to watch Daily video ❤️
for business Email =aitrend716@gmail.com","Entertainment",4,1,"7552124177663216918","🐱👗 Kitten cuts mom’s dress – shocking moment #kitten #fyp#shorts#cats#unitedstates ","Entertainment","https://www.tiktok.com/@aistudio540/video/7552124177663216918",20858,460,2
"AI Trend","7478586892243829782",248225,"❤️ follow to watch Daily video ❤️
for business Email =aitrend716@gmail.com","Entertainment",4,2,"7551740051655298326","🎬🔥 Kitten’s mistake turns into a heartwarming ending #kitten #shorts#fyp #cat#unitedstates ","Entertainment","https://www.tiktok.com/@aistudio540/video/7551740051655298326",13742,459,3
"AI Trend","7478586892243829782",248225,"❤️ follow to watch Daily video ❤️
for business Email =aitrend716@gmail.com","Entertainment",4,3,"7551374759745817878","🐾💪 Kitten collects money to make her dad walk again#kitten #shorts #fyp#cat#unitedstates ","Entertainment","https://www.tiktok.com/@aistudio540/video/7551374759745817878",18873,571,4
"AI Trend","7478586892243829782",248225,"❤️ follow to watch Daily video ❤️
for business Email =aitrend716@gmail.com","Entertainment",4,4,"7550668698193825046","😭🐾 Crying kitten leaves the show & finds a lion! 🦁#kitten #fyp#shorts#cats#unitedstates ","Entertainment","https://www.tiktok.com/@aistudio540/video/7550668698193825046",32365,847,5
"AI Trend","7478586892243829782",248225,"❤️ follow to watch Daily video ❤️
for business Email =aitrend716@gmail.com","Entertainment",4,5,"7550263157768359191","🐱✨ From land to ocean—kitten’s magical mermaid adventure! 🌊#kitten #fyp #shorts #cat #unitedstates ","Entertainment","https://www.tiktok.com/@aistudio540/video/7550263157768359191",134151,2331,6
"AI Trend","7478586892243829782",248225,"❤️ follow to watch Daily video ❤️
for business Email =aitrend716@gmail.com","Entertainment",4,6,"7549516724408978690","💖 Magical Bond of Kitten & Mermaid 😺, From Tears to Joy#kitten#fyp #shorts #cat #unitedstates ","Entertainment","https://www.tiktok.com/@aistudio540/video/7549516724408978690",35419511,669869,7
"AI Trend","7478586892243829782",248225,"❤️ follow to watch Daily video ❤️
for business Email =aitrend716@gmail.com","Entertainment",4,7,"7549191153522904342","⚡ Magic Liquid Creates Big Trouble for Innocent Kitten #kitten #fyp #shorts #cats #unitedstates ","Entertainment","https://www.tiktok.com/@aistudio540/video/7549191153522904342",55101,1121,8
"Darktales Animations","7137710705906992134",5509740,"Animation Crash Course in the link below 👇","Entertainment",5,0,"7552774251552460054","Men in 2025 be like 🤣  #blockblast #hungrystudio #viral #foryou #relatable ","Entertainment","https://www.tiktok.com/@dark_tales0/video/7552774251552460054",6497,472,1
"Darktales Animations","7137710705906992134",5509740,"Animation Crash Course in the link below 👇","Entertainment",5,1,"7552385184356683030","Girls be like 🤣 #blockblast #hungrystudio #viral #foryou #relatable ","Entertainment","https://www.tiktok.com/@dark_tales0/video/7552385184356683030",139969,14681,2
"Darktales Animations","7137710705906992134",5509740,"Animation Crash Course in the link below 👇","Entertainment",5,2,"7551889911222144278","When a jamaican is kidnapped 🤣  #blockblast #hungrystudio #viral #foryou #relatable ","Entertainment","https://www.tiktok.com/@dark_tales0/video/7551889911222144278",131787,11032,3
"Darktales Animations","7137710705906992134",5509740,"Animation Crash Course in the link below 👇","Entertainment",5,3,"7551515520885853462","When you thought you are special 🤣 #blockblast #hungrystudio #viral #foryou #relatable ","Entertainment","https://www.tiktok.com/@dark_tales0/video/7551515520885853462",57041,3201,4
"Darktales Animations","7137710705906992134",5509740,"Animation Crash Course in the link below 👇","Entertainment",5,4,"7551161044744326403","If men were honest about relationship #blockblast #hungrystudio #viral #foryou #relatable ","Entertainment","https://www.tiktok.com/@dark_tales0/video/7551161044744326403",838855,58887,5
"Darktales Animations","7137710705906992134",5509740,"Animation Crash Course in the link below 👇","Entertainment",5,5,"7550781116572060950","When your playlist is fire ! 🤣 #blockblast #hungrystudio #viral #foryou #relatable ","Entertainment","https://www.tiktok.com/@dark_tales0/video/7550781116572060950",189427,11020,6
"Darktales Animations","7137710705906992134",5509740,"Animation Crash Course in the link below 👇","Entertainment",5,6,"7550512697800985878","Picking up mom's friends from the club 🤣 #blockblast #hungrystudio #viral #foryou #relatable ","Entertainment","https://www.tiktok.com/@dark_tales0/video/7550512697800985878",13428114,1365125,7
"Darktales Animations","7137710705906992134",5509740,"Animation Crash Course in the link below 👇","Entertainment",5,7,"7550158751437704470","Listening to your moms playlist be like 🤣 #blockblast #hungrystudio #viral #foryou #relatable ","Entertainment","https://www.tiktok.com/@dark_tales0/video/7550158751437704470",17815712,1638210,8
"Quezelyhere","7232810860326372379",675331,"Everyone has their own beauty—you just have to know how to see it","Entertainment",6,0,"7552835811121597752","@aca @buN ","Entertainment","https://www.tiktok.com/@quezelyhere/video/7552835811121597752",628307,67496,1
"Quezelyhere","7232810860326372379",675331,"Everyone has their own beauty—you just have to know how to see it","Entertainment",6,1,"7552060625153756428","@Ratu Aulia @ryanovanda ","Entertainment","https://www.tiktok.com/@quezelyhere/video/7552060625153756428",16919704,1248617,2
"Quezelyhere","7232810860326372379",675331,"Everyone has their own beauty—you just have to know how to see it","Entertainment",6,2,"7551723266793098552","@Davina Karamoy ","Entertainment","https://www.tiktok.com/@quezelyhere/video/7551723266793098552",4929478,286746,3
"Quezelyhere","7232810860326372379",675331,"Everyone has their own beauty—you just have to know how to see it","Entertainment",6,3,"7550892866722106629","@Ayu Ting Ting ","Entertainment","https://www.tiktok.com/@quezelyhere/video/7550892866722106629",46349428,2463641,4
"Quezelyhere","7232810860326372379",675331,"Everyone has their own beauty—you just have to know how to see it","Entertainment",6,4,"7550656337512779014","@yorikoangeliine ","Entertainment","https://www.tiktok.com/@quezelyhere/video/7550656337512779014",2256476,104490,5
"Quezelyhere","7232810860326372379",675331,"Everyone has their own beauty—you just have to know how to see it","Entertainment",6,5,"7550300890691833094","@jerhemynemo 🍃 ","Entertainment","https://www.tiktok.com/@quezelyhere/video/7550300890691833094",3156790,198650,6
"Quezelyhere","7232810860326372379",675331,"Everyone has their own beauty—you just have to know how to see it","Entertainment",6,6,"7549140963709439288","@janice kaori ","Entertainment","https://www.tiktok.com/@quezelyhere/video/7549140963709439288",14095928,1071323,7
"Quezelyhere","7232810860326372379",675331,"Everyone has their own beauty—you just have to know how to see it","Entertainment",6,7,"7548800031416012038","@Nanda Arsyinta ","Entertainment","https://www.tiktok.com/@quezelyhere/video/7548800031416012038",11720189,766222,8
"Ranvit Gamer 2","7419433002571023365",105113,"Canal oficial @Ranvit e Ranarya 
Canal parceiros @Ranarya Videos @Ranvit Vídeos","Entertainment",7,0,"7551248841547304197","Ele se deu muito bem nessa jogada #gameplay #videos #fyp #brasil #fai ","Entertainment","https://www.tiktok.com/@ranvitgamer2/video/7551248841547304197",2716809,14725,1
"Ranvit Gamer 2","7419433002571023365",105113,"Canal oficial @Ranvit e Ranarya 
Canal parceiros @Ranarya Videos @Ranvit Vídeos","Entertainment",7,1,"7551098599640255800","Ela aproveitou e fez o melhor #gameplay #videos #fyp #brasil #fai ","Entertainment","https://www.tiktok.com/@ranvitgamer2/video/7551098599640255800",924600,3503,2
"Ranvit Gamer 2","7419433002571023365",105113,"Canal oficial @Ranvit e Ranarya 
Canal parceiros @Ranarya Videos @Ranvit Vídeos","Entertainment",7,2,"7551093629729787142","Ela mostrou que sabe jogar #gameplay #videos #fyp #brasil #fai ","Entertainment","https://www.tiktok.com/@ranvitgamer2/video/7551093629729787142",26643319,78139,3
"Ranvit Gamer 2","7419433002571023365",105113,"Canal oficial @Ranvit e Ranarya 
Canal parceiros @Ranarya Videos @Ranvit Vídeos","Entertainment",7,3,"7550729363558386949","Ela não acreditou no que ele fez #gameplay #videos #fyp #brasil #fai ","Entertainment","https://www.tiktok.com/@ranvitgamer2/video/7550729363558386949",4852,78,4
"Ranvit Gamer 2","7419433002571023365",105113,"Canal oficial @Ranvit e Ranarya 
Canal parceiros @Ranarya Videos @Ranvit Vídeos","Entertainment",7,4,"7550528976230337848","Ele foi esperto e fez o melhor #gameplay #videos #fyp #brasil #fai ","Entertainment","https://www.tiktok.com/@ranvitgamer2/video/7550528976230337848",6789,67,5
"Ranvit Gamer 2","7419433002571023365",105113,"Canal oficial @Ranvit e Ranarya 
Canal parceiros @Ranarya Videos @Ranvit Vídeos","Entertainment",7,5,"7549653501673000197","Ela não ficou feliz com o final #gameplay #videos #fyp #brasil #fai ","Entertainment","https://www.tiktok.com/@ranvitgamer2/video/7549653501673000197",139348,1188,6
"Ranvit Gamer 2","7419433002571023365",105113,"Canal oficial @Ranvit e Ranarya 
Canal parceiros @Ranarya Videos @Ranvit Vídeos","Entertainment",7,6,"7549040619516120326","A certe e vença mais uma jogada #gameplay #videos #fyp #brasil #fai ","Entertainment","https://www.tiktok.com/@ranvitgamer2/video/7549040619516120326",1788238,3769,7
"Ranvit Gamer 2","7419433002571023365",105113,"Canal oficial @Ranvit e Ranarya 
Canal parceiros @Ranarya Videos @Ranvit Vídeos","Entertainment",7,7,"7549040169341439288","A certe a cor e vença mais uma jogada #gameplay #videos #fyp #brasil #fai ","Entertainment","https://www.tiktok.com/@ranvitgamer2/video/7549040169341439288",3021163,11895,8
"lcniaqfts823","7378966426969424929",508838,"","Entertainment",8,0,"7552538057304558870","#movie #foryou ","Entertainment","https://www.tiktok.com/@lcniaqfts823/video/7552538057304558870",55802,2261,1
"lcniaqfts823","7378966426969424929",508838,"","Entertainment",8,1,"7551306209492585750","#movie #foryou ","Entertainment","https://www.tiktok.com/@lcniaqfts823/video/7551306209492585750",14669718,287914,2
"lcniaqfts823","7378966426969424929",508838,"","Entertainment",8,2,"7550569404082310422","#movie #foryou ","Entertainment","https://www.tiktok.com/@lcniaqfts823/video/7550569404082310422",4092380,75158,3
"lcniaqfts823","7378966426969424929",508838,"","Entertainment",8,3,"7550190391979412758","#movie #foryou ","Entertainment","https://www.tiktok.com/@lcniaqfts823/video/7550190391979412758",541962,38029,4
"lcniaqfts823","7378966426969424929",508838,"","Entertainment",8,4,"7549801132172840214","#movie #foryou ","Entertainment","https://www.tiktok.com/@lcniaqfts823/video/7549801132172840214",500547,38115,5
"lcniaqfts823","7378966426969424929",508838,"","Entertainment",8,5,"7547707368855883030","#movie #foryou ","Entertainment","https://www.tiktok.com/@lcniaqfts823/video/7547707368855883030",627812,42772,6
"lcniaqfts823","7378966426969424929",508838,"","Entertainment",8,6,"7547342917237607702","#movie #foryou ","Entertainment","https://www.tiktok.com/@lcniaqfts823/video/7547342917237607702",259871,11678,7
"lcniaqfts823","7378966426969424929",508838,"","Entertainment",8,7,"7546907861239090454","#movie #foryou ","Entertainment","https://www.tiktok.com/@lcniaqfts823/video/7546907861239090454",98050,5050,8
"LaOriginalBandaElLimon 🍋","6918889199241004037",1160031,"Disfruta de lo más nuevo de La Original 👇🏼","Entertainment",9,0,"7552379617860979981","Nunca nadie, ni ayer, ni hoy, ni mañana, te amará como yo te amo. ❤️ #Amor #novios #regionalmexicano #Viral #contenido ","Entertainment","https://www.tiktok.com/@laoriginalbandaellimon/video/7552379617860979981",289443,17171,1
"LaOriginalBandaElLimon 🍋","6918889199241004037",1160031,"Disfruta de lo más nuevo de La Original 👇🏼","Entertainment",9,1,"7552008352503516471","Bailamos, reímos y yo no te soltaba de la mano ❤️ @Fernando Corona 🤠🐓 #contenido #Viral #regionalmexicano #novios  #Amor ","Entertainment","https://www.tiktok.com/@laoriginalbandaellimon/video/7552008352503516471",20812,1781,2
"LaOriginalBandaElLimon 🍋","6918889199241004037",1160031,"Disfruta de lo más nuevo de La Original 👇🏼","Entertainment",9,2,"7551960365702057229","No pido más ❤️‍🩹 #ojitosmentirosos #regionalmexicano #banda #Viral #contenido ","Entertainment","https://www.tiktok.com/@laoriginalbandaellimon/video/7551960365702057229",17556,1296,3
"LaOriginalBandaElLimon 🍋","6918889199241004037",1160031,"Disfruta de lo más nuevo de La Original 👇🏼","Entertainment",9,3,"7551585299575491854","No lo tengo todo, pero eso no importa cuándo te das cuenta que la vida es corta. #banda #contenido #nuevamusica #Viral #inspiracion ","Entertainment","https://www.tiktok.com/@laoriginalbandaellimon/video/7551585299575491854",25097,1300,4
"LaOriginalBandaElLimon 🍋","6918889199241004037",1160031,"Disfruta de lo más nuevo de La Original 👇🏼","Entertainment",9,4,"7551226905081482510","Parte 2 | Que se escuche fuerte! Momentos así hacen de nuestro trabajo algo increíble 🍋 #regionalmexicano #Viral #contenido #xalapa #banda ","Entertainment","https://www.tiktok.com/@laoriginalbandaellimon/video/7551226905081482510",632972,40777,5
"LaOriginalBandaElLimon 🍋","6918889199241004037",1160031,"Disfruta de lo más nuevo de La Original 👇🏼","Entertainment",9,5,"7551226452570639671","Parte 1 | Que increíble momento pasamos contigo en Xalapa, Chuy 🍋 #contenido #Viral #regionalmexicano #banda #xalapa ","Entertainment","https://www.tiktok.com/@laoriginalbandaellimon/video/7551226452570639671",20221173,1105425,6
"LaOriginalBandaElLimon 🍋","6918889199241004037",1160031,"Disfruta de lo más nuevo de La Original 👇🏼","Entertainment",9,6,"7550517297064971534","Yo no sé si merezco, en mi vida tenerte, pero no preguntaré, solamente te amaré ❤️ #novios #Amor #Parejas #Viral #contenido ","Entertainment","https://www.tiktok.com/@laoriginalbandaellimon/video/7550517297064971534",48688,1608,7
"LaOriginalBandaElLimon 🍋","6918889199241004037",1160031,"Disfruta de lo más nuevo de La Original 👇🏼","Entertainment",9,7,"7550086923394534669","Tú, yo y la cama destendida 🫢❤️‍🔥. Un adelanto de lo que nos espera en la Arena CDMX el 26 de noviembre 👀👌🏼 #contenido #Viral #Parejas #Amor #novios ","Entertainment","https://www.tiktok.com/@laoriginalbandaellimon/video/7550086923394534669",1805713,161505,8
"Cumbia Pedregal","6896355750601606150",524309,"✨ Luche, Pablo y Emilio ✨
Síguenos aquí y en Instagram ! 🕺💕","Entertainment",10,0,"7551922443976215815","Me estoy enamorando 🥺 #nostalgia #mexico🇲🇽 #tristeza #cumbiapedregal ","Entertainment","https://www.tiktok.com/@cumbiapedregal/video/7551922443976215815",1083744,62802,1
"Cumbia Pedregal","6896355750601606150",524309,"✨ Luche, Pablo y Emilio ✨
Síguenos aquí y en Instagram ! 🕺💕","Entertainment",10,1,"7551290093072420114","Tú nunca lo sabrás 😢 cantando con @Daphne Michelle🧚🏻‍♀️ #nostalgia #mexico🇲🇽 #tristeza #cumbiapedregal ","Entertainment","https://www.tiktok.com/@cumbiapedregal/video/7551290093072420114",2675797,113075,2
"Cumbia Pedregal","6896355750601606150",524309,"✨ Luche, Pablo y Emilio ✨
Síguenos aquí y en Instagram ! 🕺💕","Entertainment",10,2,"7550815005357264135","Una canción que nos inspira mucho de Los Temerarios.✨ Con todo cariño y respeto #nostalgia #hermanos #tristeza #mexico🇲🇽 #cumbiapedregal ","Entertainment","https://www.tiktok.com/@cumbiapedregal/video/7550815005357264135",19857888,688581,3
"Cumbia Pedregal","6896355750601606150",524309,"✨ Luche, Pablo y Emilio ✨
Síguenos aquí y en Instagram ! 🕺💕","Entertainment",10,3,"7549381908476464402","Una bonita canción de los terrícolas 💕 #cumbiapedregal #nostalgia #mexico🇲🇽 #hermanos #tristeza ","Entertainment","https://www.tiktok.com/@cumbiapedregal/video/7549381908476464402",1509945,64242,4
"Cumbia Pedregal","6896355750601606150",524309,"✨ Luche, Pablo y Emilio ✨
Síguenos aquí y en Instagram ! 🕺💕","Entertainment",10,4,"7548688847094304018","Con todo nuestro respeto y admiración a nuestro cantante favorito un homenaje… Michael Jackson en Cumbia ! #cumbiapedregal #nostalgia #mexico🇲🇽 #michaeljackson #hermanos ","Entertainment","https://www.tiktok.com/@cumbiapedregal/video/7548688847094304018",2989061,105005,5
"Cumbia Pedregal","6896355750601606150",524309,"✨ Luche, Pablo y Emilio ✨
Síguenos aquí y en Instagram ! 🕺💕","Entertainment",10,5,"7548188711054363912","Una de Los Bukis ! #cumbiapedregal #nostalgia #tristeza #mexico🇲🇽 #hermanos ","Entertainment","https://www.tiktok.com/@cumbiapedregal/video/7548188711054363912",2255198,106583,6
"Cumbia Pedregal","6896355750601606150",524309,"✨ Luche, Pablo y Emilio ✨
Síguenos aquí y en Instagram ! 🕺💕","Entertainment",10,6,"7546034184565951752","Sacamos esta canción! Ojalá la escuchen mucho y hagan tik toks con ella ❤️‍🩹 Los amamos ! #cumbiapedregal #nostalgia #tristeza #mexico🇲🇽 #quesepudraelamor ","Entertainment","https://www.tiktok.com/@cumbiapedregal/video/7546034184565951752",2131629,115092,7
"Cumbia Pedregal","6896355750601606150",524309,"✨ Luche, Pablo y Emilio ✨
Síguenos aquí y en Instagram ! 🕺💕","Entertainment",10,7,"7545300817822141714","Sacamos una canción ! “Que se pudra el amor” 💔 con todo nuestro amor y un poco de rencor #cumbiapedregal #nostalgia #tristeza #mexico🇲🇽 #hermanos ","Entertainment","https://www.tiktok.com/@cumbiapedregal/video/7545300817822141714",1322093,69849,8
"Lori Loughlin fan page","6849338233236276230",432939,"Follow for videos of Lori Loughlin. 
Always will love her 💖 FYI I’m a fanpage","Entertainment",1,0,"7552626958891257110","Replying to @Nikki 🏝️ Aunt Becky’s daughter looks just like her…😭🥹 #loriloughlin #fyp #foryou #foryoupage ","Entertainment","https://www.tiktok.com/@loriloughlinfan/video/7552626958891257110",17411,910,1
"Lori Loughlin fan page","6849338233236276230",432939,"Follow for videos of Lori Loughlin. 
Always will love her 💖 FYI I’m a fanpage","Entertainment",1,1,"7551448851358485782","DJ’s daughter got married and Aunt Becky’s daughter was her bridesmaid…😭😭 #loriloughlin #fyp #foryou #foryoupage #fullhouse ","Entertainment","https://www.tiktok.com/@loriloughlinfan/video/7551448851358485782",6853056,641060,2
"Lori Loughlin fan page","6849338233236276230",432939,"Follow for videos of Lori Loughlin. 
Always will love her 💖 FYI I’m a fanpage","Entertainment",1,2,"7549281430195539222","It’s crazy how quick time flies by! 😭🥹 #loriloughlin @johnstamos ","Entertainment","https://www.tiktok.com/@loriloughlinfan/video/7549281430195539222",23693,1295,3
"Lori Loughlin fan page","6849338233236276230",432939,"Follow for videos of Lori Loughlin. 
Always will love her 💖 FYI I’m a fanpage","Entertainment",1,3,"7548848566161231126","If you don’t have a love like this in your life make sure you find it! I hope when day when I’m a Mom to have a  relationship like this! 🥹♥️ #loriloughlin #fyp #foryoupage #foryou ","Entertainment","https://www.tiktok.com/@loriloughlinfan/video/7548848566161231126",67064,2895,4
"Lori Loughlin fan page","6849338233236276230",432939,"Follow for videos of Lori Loughlin. 
Always will love her 💖 FYI I’m a fanpage","Entertainment",1,4,"7547758302399040790","I got ask Lori what her favourite episode of Full House was, and she picked such a special one! What’s your fave episode of Full House? ♥️🫶 #loriloughlin #fyp #foryoupage #foryou ","Entertainment","https://www.tiktok.com/@loriloughlinfan/video/7547758302399040790",17793,806,5
"Lori Loughlin fan page","6849338233236276230",432939,"Follow for videos of Lori Loughlin. 
Always will love her 💖 FYI I’m a fanpage","Entertainment",1,5,"7547463993506499862","IMAGINE. 😭♥️ Still blows my mind that I met her! Also sorry not sorry that I’m taking the biggest fan title! Hopefully she would agree. 😂😏 #loriloughlin #fyp #foryou #foryoupage ","Entertainment","https://www.tiktok.com/@loriloughlinfan/video/7547463993506499862",15496,670,6
"Lori Loughlin fan page","6849338233236276230",432939,"Follow for videos of Lori Loughlin. 
Always will love her 💖 FYI I’m a fanpage","Entertainment",1,6,"7547455681742327062","The BESTEST FRIENDS! 😭🫶 #loriloughlin #fyp #foryou #foryoupage ","Entertainment","https://www.tiktok.com/@loriloughlinfan/video/7547455681742327062",33630,1365,7
"Lori Loughlin fan page","6849338233236276230",432939,"Follow for videos of Lori Loughlin. 
Always will love her 💖 FYI I’m a fanpage","Entertainment",1,7,"7547351768406035734","The Full House Twins called Aunt Becky & Uncle Jesse their parents in real life! 😭🥰 #loriloughlin #fyp #foryou #foryoupage #fullhouse ","Entertainment","https://www.tiktok.com/@loriloughlinfan/video/7547351768406035734",10025,719,8
"Vivienne","7532445133646103607",428050,"👇Make same Ai cat video👇","Entertainment",2,0,"7552634955499638046","#aicat #cat #kitten ","Entertainment","https://www.tiktok.com/@dancecat359/video/7552634955499638046",184495,3252,1
