"url","nickname","user_id","item_id","item_name","genre","like_count","play_count","crawl_date","crawl_time"
"https://tiktok.com/@username/video/7551031485155904791","Liltage Creator","7478312849783604256","7551031485155904791","Omg 😱 🤯look at how Italian magician made the judges ran away on got talent 😱😳#americangottalent #britainsgottalent #simoncowell #sofiavergara #sofia ","Entertainment",341596,60024464,"2025-09-24","18:11:30"
"https://tiktok.com/@username/video/7551389737039318285","jyizpbpdd9","7535931896531338254","7551389737039318285","Medsi cam is BACK! Watch every move LIVE on TIKTOK-interMiamivs.Necaxa.Aug#messaicam #tiktok #messiontiktok #olaspotlighmessi #leaguescup2025","Entertainment",2211004,62941724,"2025-09-24","18:11:30"
"https://tiktok.com/@username/video/7551083845802659094","🔋","7332055754076029985","7551083845802659094","Hopecore 🩹❤️‍🩹 #hopecore #smilecore #positivity #core #real ","Entertainment",8217896,49454306,"2025-09-24","18:11:30"
"https://tiktok.com/@username/video/7552493669891263756","Idealis92","6811931248312714241","7552493669891263756","Pindahkan tanpa disentuh semua #berpikirsecaralogika #masterlogika #idealis92 #nexsidealis @satria_n4m @BM ","Entertainment",423363,36795810,"2025-09-24","18:11:30"
"https://tiktok.com/@username/video/7550892866722106629","Quezelyhere","7232810860326372379","7550892866722106629","@Ayu Ting Ting ","Entertainment",2577801,48453340,"2025-09-24","18:11:30"
"https://tiktok.com/@username/video/7551093629729787142","Ranvit Gamer 2","7419433002571023365","7551093629729787142","Ela mostrou que sabe jogar #gameplay #videos #fyp #brasil #fai ","Entertainment",90070,30993271,"2025-09-24","18:11:30"
"https://tiktok.com/@username/video/7551556252573125899","Academia del Saber BTV","7301085027663021062","7551556252573125899","🔔 ¡Hora de revisar tus respuestas! Participa desde tu casa y dinos si coincidiste 📝 ¡No te pierdas de la #AcademiaDelSaber Secundaria #Cochabamba! . . 🧩 Esta es una actividad autorizada y fiscalizada por la Autoridad de Fiscalización del Juego (AJ) 📑 RAA N° 05-00091-25 📆 PERIODO DE DURACIÓN DE LA PROMOCIÓN: Desde el 05/04/2025 hasta el 18/10/2025 La entrega de premios se realizará en instalaciones de Bolivia Tv Regional Cochabamba, ubicadas en el pasaje Misael Saracho Nº 1148 entre Santa Cruz y Av. Uyuni, ciudad de Cochabamba. 📌 Revisa más detalles, bases y concursos en boliviatv.bo","Entertainment",240933,14700495,"2025-09-24","18:11:30"
"https://tiktok.com/@username/video/7551432164353543432","ام سيف om saif","260097895218204672","7551432164353543432","للاذكياء هاد رقم شو😁😁#ام_سيف #جيفارا_العلي #نانو ","Entertainment",349375,27929701,"2025-09-24","18:11:30"
"https://tiktok.com/@username/video/7551459347805621511","杰克大魔王㊣","7265240234760766470","7551459347805621511","THUMB DANCE CHALLENGE!  Part 9  #funny #JackAndSara #comic #animation #cartoon #shorts","Entertainment",1998207,23113378,"2025-09-24","18:11:30"
"https://tiktok.com/@username/video/7551787963357678903","zhousanzhoujin_movie","7455207598238450734","7551787963357678903","#fypシ゚viral #omg #tv ","Entertainment",1736119,20744009,"2025-09-24","18:11:30"
